product_id,product_category,region,store_type,brand,sales_amount,discount,units_sold,purchase_amount,delivery_time,return_rate
pcdt830,Electronics,North,Online,BrandD,627.39,7.68,97.74,114.64,6.94,0.01
pcdt288,Home,East,Retail,BrandD,565.06,37.03,38.34,1525.83,9.22,0.01
pcdt555,Electronics,North,Retail,BrandB,45.07,28.05,71.03,1073.37,4.79,0.1
pcdt626,Home,West,Online,BrandB,271.65,42.17,2.06,715.89,9.87,0.1
pcdt71,Clothing,West,Retail,BrandB,73.71,44.46,7.04,1192.44,8.22,0.0
pcdt1002,Electronics,South,Online,BrandB,565.62,34.07,1.94,1010.56,3.37,0.02
pcdt860,Home,East,Retail,BrandC,564.04,35.0,11.83,241.71,6.96,0.08
pcdt812,Electronics,West,Online,BrandC,515.95,25.34,59.3,423.66,6.22,0.01
pcdt816,Clothing,West,Online,BrandD,762.79,2.36,57.1,1087.52,9.41,0.1
pcdt928,Electronics,East,Retail,BrandB,939.46,19.11,3.7,1285.81,7.86,0.06
pcdt732,Clothing,East,Online,BrandC,698.02,3.7,92.2,685.13,4.49,0.03
pcdt52,Sports,South,Online,BrandD,993.23,35.81,48.18,511.05,3.61,0.03
pcdt389,Electronics,South,Retail,BrandD,342.37,28.73,77.97,1707.56,6.19,0.04
pcdt566,Sports,West,Online,BrandC,51.17,39.24,39.89,986.93,2.52,0.04
pcdt969,Home,West,Retail,BrandB,803.55,23.22,27.78,1894.4,1.07,0.04
pcdt978,Sports,North,Online,BrandC,836.45,16.91,1.38,1086.54,9.68,0.01
pcdt291,Electronics,South,Online,BrandD,508.56,16.63,76.15,1509.35,7.37,0.02
pcdt676,Clothing,West,Online,BrandA,89.38,19.4,51.45,1134.15,5.33,0.06
pcdt391,Electronics,East,Online,BrandD,602.64,0.33,79.19,1169.21,1.73,0.05
pcdt403,Home,South,Retail,BrandC,612.93,0.91,5.98,1529.01,9.57,0.05
pcdt1186,Home,South,Online,BrandC,773.25,11.08,67.36,1820.79,4.09,0.1
pcdt259,Home,East,Retail,BrandC,695.75,40.81,41.01,827.53,6.57,0.0
pcdt748,Clothing,East,Online,BrandD,262.79,39.78,77.48,745.22,4.01,0.07
pcdt254,Electronics,North,Retail,BrandC,692.37,12.78,91.48,1230.04,7.74,0.06
pcdt10,Sports,East,Online,BrandA,873.98,0.34,57.68,952.13,7.79,0.02
pcdt994,Home,North,Retail,BrandA,557.93,7.38,80.71,188.31,8.71,0.07
pcdt910,Clothing,South,Online,BrandA,949.37,33.67,80.11,985.0,2.69,0.07
pcdt864,Clothing,West,Online,BrandC,303.72,47.0,28.16,549.71,2.27,0.0
pcdt3,Electronics,North,Retail,BrandD,504.46,17.14,84.45,1705.1,7.72,0.0
pcdt1173,Sports,South,Retail,BrandD,764.5,6.03,64.84,129.86,6.63,0.04
pcdt402,Sports,South,Retail,BrandD,829.7,11.74,93.11,1816.42,8.42,0.1
pcdt529,Clothing,East,Retail,BrandC,897.88,45.48,97.2,893.8,4.68,0.02
pcdt963,Clothing,East,Retail,BrandD,119.18,46.18,51.83,676.49,8.33,0.01
pcdt70,Clothing,East,Online,BrandC,566.35,32.18,84.09,1542.3,6.24,0.09
pcdt909,Clothing,West,Online,BrandA,599.47,21.4,24.01,1528.17,2.68,0.05
pcdt766,Sports,South,Retail,BrandA,889.05,30.27,99.66,1384.52,8.73,0.06
pcdt333,Electronics,East,Retail,BrandB,842.51,43.38,14.05,71.33,1.21,0.0
pcdt1149,Sports,East,Retail,BrandD,453.3,2.48,78.33,954.97,9.34,0.03
pcdt1155,Clothing,North,Online,BrandC,576.56,45.01,50.51,160.2,3.03,0.05
pcdt1070,Sports,North,Online,BrandC,692.4,12.28,44.91,365.84,6.13,0.02
pcdt1086,Sports,West,Online,BrandC,859.51,39.0,62.86,1751.28,7.38,0.04
pcdt661,Home,North,Online,BrandA,883.46,24.04,43.94,1922.43,7.17,0.06
pcdt989,Home,South,Online,BrandB,300.11,29.3,82.86,607.27,6.0,0.07
pcdt597,Clothing,East,Online,BrandB,494.05,28.56,26.37,845.1,1.2,0.08
pcdt482,Electronics,North,Online,BrandD,260.08,40.16,67.2,201.52,8.7,0.03
pcdt636,Clothing,East,Retail,BrandC,395.72,8.26,20.28,989.68,1.38,0.01
pcdt432,Home,North,Online,BrandA,94.34,39.33,67.41,444.8,6.19,0.01
pcdt1081,Clothing,West,Online,BrandC,817.15,22.35,99.15,944.92,7.65,0.08
pcdt450,Electronics,East,Online,BrandA,682.28,16.37,18.09,1155.15,8.54,0.06
pcdt306,Home,North,Online,BrandB,428.94,2.86,49.64,895.81,1.78,0.01
pcdt567,Clothing,West,Online,BrandC,162.82,25.24,24.14,668.01,3.74,0.06
pcdt600,Clothing,North,Retail,BrandD,800.53,43.74,14.38,689.31,3.74,0.04
pcdt1187,Sports,West,Retail,BrandB,356.96,22.4,26.9,140.21,9.28,0.04
pcdt808,Home,North,Retail,BrandA,158.61,24.7,17.62,839.26,9.02,0.09
pcdt1078,Clothing,North,Retail,BrandA,164.89,35.06,22.14,30.84,8.12,0.04
pcdt1185,Clothing,West,Online,BrandC,665.15,33.4,38.11,1858.06,4.02,0.05
pcdt353,Sports,South,Retail,BrandA,855.26,30.38,15.65,1062.86,4.58,0.07
pcdt117,Home,West,Online,BrandC,17.1,37.28,51.61,428.68,2.59,0.02
pcdt987,Clothing,West,Online,BrandD,800.31,42.89,1.73,1727.73,4.14,0.01
pcdt596,Home,North,Online,BrandC,605.87,9.56,41.45,556.34,1.93,0.02
pcdt824,Electronics,East,Online,BrandA,517.9,41.3,75.71,1718.04,7.24,0.09
pcdt1121,Electronics,North,Retail,BrandA,606.06,45.99,43.61,379.62,6.26,0.09
pcdt633,Home,North,Retail,BrandC,331.89,21.97,48.45,1666.33,2.59,0.08
pcdt912,Clothing,North,Retail,BrandB,961.8,48.13,34.45,1160.89,5.07,0.08
pcdt670,Clothing,South,Online,BrandD,474.1,42.51,31.23,556.49,9.88,0.05
pcdt29,Clothing,West,Retail,BrandA,968.81,10.61,82.48,165.37,1.7,0.06
pcdt917,Sports,West,Online,BrandD,606.3,23.82,38.35,1725.97,4.12,0.03
pcdt320,Clothing,South,Online,BrandA,359.7,43.44,38.03,1796.27,7.67,0.03
pcdt225,Sports,North,Retail,BrandD,706.17,17.28,58.18,321.84,6.8,0.05
pcdt129,Clothing,East,Retail,BrandD,116.65,45.12,87.16,1987.88,4.85,0.05
pcdt550,Home,South,Online,BrandB,164.35,35.39,19.06,48.16,1.98,0.08
pcdt1012,Clothing,East,Online,BrandC,878.69,9.3,90.63,1749.66,1.59,0.01
pcdt401,Clothing,North,Retail,BrandC,222.54,16.67,10.11,1207.22,4.43,0.07
pcdt302,Home,West,Retail,BrandB,526.9,40.89,35.64,490.73,3.15,0.03
pcdt519,Clothing,West,Retail,BrandB,532.31,14.05,38.13,495.7,3.02,0.0
pcdt985,Sports,East,Online,BrandC,396.21,1.39,68.6,1039.14,1.26,0.05
pcdt648,Home,East,Retail,BrandC,48.87,35.61,29.16,1382.39,9.7,0.04
pcdt789,Clothing,North,Retail,BrandC,372.47,27.94,8.68,1322.67,3.05,0.03
pcdt317,Sports,North,Retail,BrandB,796.15,20.58,83.96,1809.72,3.25,0.05
pcdt414,Home,East,Online,BrandA,460.53,20.3,43.87,84.93,6.19,0.03
pcdt289,Sports,South,Retail,BrandC,648.74,49.2,35.39,827.95,2.82,0.06
pcdt357,Home,South,Retail,BrandA,780.88,47.01,8.78,863.79,3.59,0.0
pcdt366,Clothing,West,Retail,BrandA,858.34,0.56,57.54,30.93,1.22,0.03
pcdt1113,Sports,North,Online,BrandA,578.21,49.77,71.43,1465.07,2.0,0.04
pcdt184,Electronics,West,Online,BrandD,213.3,17.65,31.58,336.08,2.51,0.01
pcdt404,Sports,West,Online,BrandC,580.2,26.66,9.56,164.31,6.72,0.07
pcdt1180,Clothing,West,Online,BrandD,827.34,23.52,10.45,294.85,1.36,0.0
pcdt621,Electronics,South,Online,BrandD,823.64,12.31,97.08,897.79,1.25,0.02
pcdt587,Clothing,North,Online,BrandB,864.26,47.91,12.57,1493.55,2.09,0.08
pcdt870,Clothing,North,Online,BrandB,57.21,39.91,71.97,1766.54,1.75,0.04
pcdt1133,Clothing,East,Online,BrandD,493.34,27.18,86.79,1800.67,3.96,0.06
pcdt958,Sports,South,Retail,BrandB,299.82,6.87,53.73,1946.85,8.99,0.04
pcdt1015,Electronics,West,Retail,BrandA,432.6,4.18,2.02,1157.36,5.55,0.09
pcdt734,Sports,East,Retail,BrandD,503.55,41.91,6.68,853.56,4.87,0.02
pcdt346,Electronics,West,Online,BrandA,16.28,20.66,87.73,1608.05,6.18,0.08
pcdt81,Home,East,Online,BrandD,439.76,1.19,55.1,571.17,1.25,0.06
pcdt177,Home,East,Retail,BrandB,172.15,28.8,40.73,87.58,1.31,0.08
pcdt849,Electronics,East,Retail,BrandC,641.36,48.48,93.87,712.32,6.43,0.06
pcdt848,Sports,South,Online,BrandB,439.92,32.24,2.15,759.36,8.55,0.04
pcdt773,Clothing,West,Online,BrandC,261.36,37.62,39.31,918.69,3.14,0.03
pcdt19,Home,South,Retail,BrandD,801.56,34.08,71.5,1028.4,7.35,0.08
pcdt801,Home,East,Retail,BrandA,78.5,40.32,73.64,1123.92,2.46,0.03
pcdt845,Electronics,South,Retail,BrandD,141.39,20.88,63.2,1093.69,8.04,0.05
pcdt127,Clothing,South,Online,BrandA,411.89,28.51,44.92,270.68,6.08,0.05
pcdt642,Home,South,Online,BrandC,838.94,33.14,29.92,812.44,2.99,0.07
pcdt991,Sports,West,Online,BrandC,68.19,41.53,78.25,596.51,9.91,0.02
pcdt409,Electronics,North,Online,BrandB,215.16,47.24,32.31,1870.98,7.44,0.08
pcdt124,Home,South,Online,BrandD,251.25,0.45,53.23,1830.94,4.45,0.04
pcdt329,Clothing,North,Online,BrandD,63.13,49.91,80.98,325.85,2.07,0.03
pcdt807,Home,South,Online,BrandB,303.78,21.4,61.5,50.71,3.44,0.1
pcdt187,Sports,West,Online,BrandB,894.7,28.85,3.85,936.28,1.62,0.04
pcdt72,Sports,North,Retail,BrandC,462.18,23.72,81.52,1727.91,6.39,0.09
pcdt863,Home,West,Retail,BrandA,172.72,35.92,77.72,716.04,1.21,0.04
pcdt141,Electronics,South,Online,BrandB,236.02,16.79,16.31,1371.7,9.24,0.06
pcdt93,Home,North,Retail,BrandD,725.5,23.95,17.58,1320.45,1.03,0.05
pcdt1038,Electronics,East,Retail,BrandD,866.33,42.68,18.38,1446.8,4.6,0.05
pcdt893,Electronics,South,Retail,BrandB,805.46,12.73,3.58,561.84,5.74,0.05
pcdt795,Sports,West,Retail,BrandC,552.13,39.67,38.78,1699.38,6.91,0.07
pcdt456,Clothing,West,Retail,BrandC,265.52,2.27,19.77,830.23,2.22,0.0
pcdt68,Clothing,East,Online,BrandD,35.4,14.39,14.3,943.53,7.98,0.06
pcdt731,Home,West,Retail,BrandD,266.86,4.28,86.8,472.55,5.57,0.07
pcdt704,Electronics,South,Online,BrandC,57.31,34.48,30.68,529.14,9.45,0.01
pcdt130,Sports,West,Online,BrandC,424.49,26.7,44.3,1281.33,5.32,0.05
pcdt1064,Home,South,Retail,BrandC,572.52,25.16,84.73,430.41,5.1,0.08
pcdt682,Sports,West,Online,BrandC,653.12,18.03,27.47,1157.96,9.39,0.04
pcdt1154,Electronics,North,Retail,BrandD,856.69,14.98,67.49,1937.36,4.48,0.0
pcdt413,Electronics,East,Retail,BrandD,852.54,46.19,13.87,86.82,4.56,0.0
pcdt323,Clothing,West,Online,BrandB,861.41,30.49,44.33,1248.98,6.01,0.07
pcdt952,Home,East,Online,BrandD,85.56,34.49,57.46,1245.73,8.74,0.09
pcdt930,Sports,East,Retail,BrandA,525.4,6.84,72.25,1867.13,1.61,0.07
pcdt509,Sports,East,Retail,BrandB,849.08,11.75,8.32,180.37,8.27,0.09
pcdt553,Sports,North,Retail,BrandA,441.88,47.02,91.98,441.96,6.93,0.05
pcdt442,Clothing,South,Online,BrandC,160.0,40.95,64.06,837.37,8.91,0.03
pcdt875,Clothing,West,Retail,BrandC,199.03,20.33,83.58,428.82,7.52,0.09
pcdt94,Clothing,North,Online,BrandD,795.66,13.07,89.03,1783.34,1.34,0.06
pcdt240,Sports,South,Online,BrandB,501.06,4.76,89.71,1994.7,4.91,0.03
pcdt839,Clothing,East,Retail,BrandC,489.89,46.65,95.51,1328.05,9.68,0.01
pcdt226,Electronics,East,Online,BrandC,51.56,42.45,80.82,1102.53,5.44,0.01
pcdt640,Sports,West,Retail,BrandA,755.28,37.05,4.46,1223.92,5.25,0.02
pcdt1137,Sports,North,Retail,BrandC,196.07,38.11,80.24,1909.26,1.64,0.06
pcdt869,Home,South,Retail,BrandB,462.13,45.14,24.48,1500.19,1.41,0.06
pcdt798,Home,West,Retail,BrandC,642.22,7.09,51.1,1732.11,1.33,0.02
pcdt96,Home,West,Online,BrandB,547.18,47.23,2.54,1192.98,9.2,0.09
pcdt932,Electronics,West,Retail,BrandA,233.66,17.15,22.16,866.37,7.12,0.01
pcdt341,Electronics,North,Online,BrandB,603.5,11.49,72.71,1578.24,7.21,0.08
pcdt627,Sports,South,Retail,BrandD,830.95,3.65,60.73,1935.69,4.49,0.05
pcdt777,Sports,East,Retail,BrandB,834.35,15.35,6.35,991.01,4.05,0.03
pcdt718,Sports,North,Online,BrandD,315.09,21.4,92.37,1655.12,2.99,0.05
pcdt1072,Clothing,South,Retail,BrandD,906.17,4.34,28.05,72.96,2.93,0.08
pcdt275,Home,North,Retail,BrandD,826.11,29.98,41.8,590.75,3.03,0.07
pcdt1049,Electronics,West,Retail,BrandC,308.99,23.64,56.21,1926.51,5.26,0.04
pcdt799,Home,West,Retail,BrandB,987.95,1.82,26.95,1202.79,3.46,0.03
pcdt805,Home,South,Online,BrandB,334.85,33.4,72.9,1538.16,7.56,0.05
pcdt163,Home,North,Retail,BrandD,15.53,9.7,45.54,559.16,7.95,0.04
pcdt352,Clothing,South,Online,BrandB,513.4,7.17,49.63,1118.22,2.65,0.03
pcdt788,Home,South,Online,BrandC,914.26,32.16,43.34,913.47,5.35,0.06
pcdt1163,Electronics,North,Online,BrandD,558.36,2.91,95.34,1641.17,3.25,0.0
pcdt89,Electronics,West,Retail,BrandA,330.64,17.17,94.95,489.17,1.65,0.07
pcdt919,Sports,North,Retail,BrandD,92.95,34.25,2.59,812.2,1.77,0.09
pcdt842,Electronics,East,Retail,BrandA,277.14,35.95,84.54,391.58,8.9,0.09
pcdt196,Sports,East,Retail,BrandA,552.22,47.44,48.0,408.88,3.98,0.09
pcdt430,Clothing,West,Retail,BrandD,945.22,38.81,37.38,1108.06,6.77,0.02
pcdt1150,Clothing,East,Online,BrandD,53.94,32.35,28.9,105.03,8.84,0.03
pcdt445,Sports,South,Retail,BrandB,369.12,12.54,97.02,491.78,8.45,0.01
pcdt778,Home,West,Online,BrandD,554.16,20.8,99.52,1471.93,8.12,0.05
pcdt779,Electronics,East,Online,BrandA,804.29,44.62,75.29,246.07,2.42,0.03
pcdt282,Clothing,West,Online,BrandD,163.65,32.46,1.9,490.4,9.86,0.03
pcdt1190,Clothing,West,Online,BrandD,473.61,23.01,21.67,550.88,5.68,0.07
pcdt944,Clothing,West,Retail,BrandD,456.1,17.23,46.38,1477.3,1.35,0.04
pcdt880,Home,West,Online,BrandA,27.73,46.79,63.82,533.1,8.53,0.08
pcdt984,Sports,East,Retail,BrandD,320.18,44.12,81.01,1718.27,3.6,0.08
pcdt531,Electronics,South,Retail,BrandA,546.08,39.37,83.41,1490.88,6.35,0.03
pcdt717,Clothing,West,Retail,BrandC,19.46,48.09,39.79,1885.64,6.86,0.08
pcdt239,Sports,South,Online,BrandC,711.19,29.18,58.76,97.57,6.37,0.06
pcdt533,Clothing,North,Retail,BrandB,791.5,1.37,20.71,1176.89,9.1,0.05
pcdt962,Clothing,West,Retail,BrandB,356.34,16.76,9.16,785.21,1.16,0.05
pcdt609,Electronics,East,Retail,BrandD,741.13,22.75,83.75,891.39,4.37,0.03
pcdt699,Clothing,West,Retail,BrandA,756.18,31.97,48.05,1611.26,1.08,0.02
pcdt687,Sports,West,Retail,BrandC,352.96,27.21,77.79,55.05,7.39,0.02
pcdt724,Home,North,Online,BrandA,766.22,0.7,24.71,531.59,6.53,0.03
pcdt1061,Home,North,Retail,BrandC,232.02,31.99,78.18,1298.27,5.21,0.02
pcdt412,Home,West,Online,BrandC,596.89,20.58,32.5,144.34,7.13,0.03
pcdt1089,Electronics,South,Retail,BrandC,317.12,10.46,57.17,1070.5,2.44,0.02
pcdt171,Electronics,West,Online,BrandA,70.08,10.21,99.03,1940.56,9.94,0.06
pcdt467,Home,East,Online,BrandD,109.44,32.23,72.01,669.27,1.17,0.06
pcdt360,Sports,North,Retail,BrandC,659.52,16.03,20.03,1326.29,4.02,0.08
pcdt271,Sports,North,Online,BrandC,261.29,9.12,19.75,1256.16,8.77,0.06
pcdt83,Sports,North,Retail,BrandB,848.04,39.85,61.27,1776.1,4.41,0.01
pcdt498,Clothing,South,Online,BrandC,916.36,3.23,20.27,20.66,6.06,0.06
pcdt142,Electronics,West,Retail,BrandB,983.6,9.84,35.63,687.83,1.72,0.05
pcdt1068,Electronics,South,Online,BrandA,934.44,27.35,83.45,1754.67,2.44,0.05
pcdt1176,Home,West,Online,BrandD,139.23,6.1,15.97,1294.87,2.15,0.08
pcdt382,Electronics,South,Online,BrandA,107.36,8.75,38.64,1726.12,5.96,0.08
pcdt355,Clothing,West,Retail,BrandA,468.28,29.17,66.95,374.99,1.36,0.07
pcdt572,Electronics,West,Online,BrandD,506.93,11.18,42.12,1981.17,3.5,0.06
pcdt490,Home,East,Online,BrandB,85.64,27.28,70.69,1479.92,7.55,0.04
pcdt1027,Sports,West,Retail,BrandD,520.11,30.6,54.31,150.43,7.91,0.01
pcdt515,Sports,East,Retail,BrandD,413.62,2.09,46.24,1426.37,5.43,0.07
pcdt1143,Electronics,South,Retail,BrandA,132.34,18.62,62.44,1806.25,6.21,0.0
pcdt608,Electronics,East,Retail,BrandA,991.47,45.82,18.09,1210.9,7.03,0.07
pcdt996,Sports,North,Online,BrandC,610.98,11.74,25.1,100.04,1.69,0.09
pcdt998,Home,South,Retail,BrandC,313.53,1.24,24.89,696.75,9.26,0.02
pcdt153,Electronics,East,Online,BrandB,854.08,27.33,91.41,711.86,7.79,0.01
pcdt632,Sports,South,Retail,BrandD,650.46,11.13,10.01,524.59,8.51,0.01
pcdt173,Clothing,North,Online,BrandD,205.46,43.63,4.73,1951.05,6.53,0.08
pcdt827,Home,South,Retail,BrandA,927.21,14.67,33.45,1756.16,5.56,0.0
pcdt986,Home,East,Retail,BrandC,41.09,7.13,2.93,1747.52,6.54,0.06
pcdt1083,Sports,East,Online,BrandD,312.21,31.15,91.24,991.0,5.75,0.03
pcdt1032,Clothing,North,Online,BrandA,336.3,13.72,20.06,357.9,7.21,0.09
pcdt1107,Clothing,East,Online,BrandA,919.57,19.58,30.47,1864.62,4.09,0.01
pcdt1030,Clothing,West,Online,BrandD,424.32,28.93,98.54,1428.66,5.81,0.03
pcdt846,Sports,South,Retail,BrandA,520.83,49.09,29.07,1764.28,9.68,0.09
pcdt245,Home,South,Online,BrandA,230.23,2.69,92.59,646.02,8.35,0.08
pcdt629,Home,North,Online,BrandB,524.14,27.5,49.62,1339.06,3.83,0.03
pcdt1184,Sports,East,Online,BrandC,176.79,42.61,43.35,1720.72,3.41,0.05
pcdt97,Electronics,East,Retail,BrandA,442.15,43.09,37.49,1212.64,3.27,0.09
pcdt726,Home,West,Retail,BrandB,725.47,35.19,88.96,390.71,3.34,0.0
pcdt388,Sports,East,Online,BrandA,151.04,44.28,82.86,907.83,4.52,0.0
pcdt12,Sports,West,Online,BrandA,534.81,15.39,91.33,1612.35,1.55,0.07
pcdt5,Sports,North,Online,BrandD,700.68,40.41,4.6,1535.59,6.36,0.04
pcdt979,Electronics,South,Online,BrandD,857.0,3.66,28.13,53.63,1.25,0.06
pcdt137,Clothing,South,Retail,BrandB,653.93,33.66,37.25,671.95,7.65,0.06
pcdt1160,Electronics,North,Retail,BrandA,736.78,25.66,37.85,1956.49,2.41,0.08
pcdt635,Electronics,East,Online,BrandD,225.54,13.67,78.78,484.06,9.48,0.04
pcdt936,Electronics,East,Retail,BrandC,630.43,29.2,60.41,1078.02,9.05,0.08
pcdt1193,Electronics,North,Retail,BrandC,347.15,38.03,17.77,1678.56,3.53,0.07
pcdt537,Sports,West,Retail,BrandD,505.79,5.96,71.77,348.42,9.8,0.02
pcdt374,Clothing,West,Online,BrandB,607.51,15.68,48.5,1647.14,4.24,0.08
pcdt76,Electronics,East,Retail,BrandA,753.07,47.05,2.32,562.1,3.49,0.0
pcdt304,Electronics,South,Retail,BrandB,956.97,38.19,92.67,198.84,2.63,0.06
pcdt800,Home,South,Online,BrandC,109.34,49.39,49.13,1750.03,6.98,0.0
pcdt24,Home,West,Retail,BrandB,196.84,16.44,84.75,1737.88,5.5,0.04
pcdt272,Home,West,Retail,BrandD,361.55,8.71,11.77,159.78,6.05,0.02
pcdt43,Sports,West,Online,BrandA,379.82,49.34,42.33,444.45,5.53,0.0
pcdt921,Sports,South,Online,BrandC,407.75,1.06,91.66,542.4,8.33,0.03
pcdt260,Clothing,West,Retail,BrandB,901.98,39.8,63.0,885.38,4.2,0.03
pcdt967,Clothing,East,Online,BrandD,287.65,10.79,9.68,1501.29,1.53,0.02
pcdt746,Sports,East,Online,BrandA,382.76,44.57,70.56,486.76,1.28,0.04
pcdt1033,Clothing,North,Retail,BrandA,776.89,45.46,33.18,1577.31,7.62,0.08
pcdt557,Sports,West,Retail,BrandA,240.01,9.95,92.16,1579.89,1.61,0.01
pcdt359,Home,East,Retail,BrandD,754.52,20.16,56.6,1232.36,2.25,0.07
pcdt903,Electronics,East,Online,BrandB,83.67,4.68,91.63,501.6,5.08,0.02
pcdt968,Home,West,Online,BrandA,497.08,9.93,58.42,1445.05,3.6,0.02
pcdt176,Sports,South,Online,BrandB,319.11,10.93,33.4,836.04,4.65,0.03
pcdt48,Home,West,Retail,BrandC,965.8,11.62,78.34,1631.73,3.28,0.01
pcdt886,Sports,North,Retail,BrandD,830.79,20.53,56.78,50.88,5.91,0.05
pcdt425,Sports,East,Online,BrandC,59.74,27.87,5.03,586.23,1.68,0.03
pcdt972,Electronics,East,Online,BrandD,978.72,48.55,85.22,341.04,3.34,0.04
pcdt686,Sports,North,Retail,BrandC,375.53,30.95,18.59,351.57,7.51,0.02
pcdt1189,Clothing,West,Online,BrandD,693.94,23.6,76.64,1552.16,6.75,0.07
pcdt67,Clothing,West,Retail,BrandB,309.5,5.8,88.3,980.33,9.2,0.09
pcdt1125,Electronics,North,Retail,BrandB,830.28,32.41,40.63,1436.75,2.41,0.08
pcdt424,Home,North,Retail,BrandD,472.18,28.93,9.53,1500.18,8.36,0.08
pcdt615,Electronics,West,Retail,BrandD,601.41,21.93,76.89,1035.62,9.29,0.01
pcdt907,Home,East,Online,BrandD,267.78,15.35,37.95,1657.17,1.57,0.09
pcdt487,Clothing,South,Retail,BrandB,159.17,25.28,88.37,617.35,5.24,0.05
pcdt1168,Clothing,North,Retail,BrandC,126.06,20.12,84.2,419.91,6.4,0.02
pcdt743,Electronics,South,Retail,BrandC,142.16,42.28,95.32,1655.54,5.99,0.05
pcdt121,Sports,West,Online,BrandD,587.49,38.45,89.63,1456.39,7.72,0.01
pcdt36,Home,West,Retail,BrandA,482.23,9.75,18.29,38.74,1.88,0.07
pcdt419,Sports,North,Online,BrandD,60.45,13.28,46.49,1047.91,9.68,0.04
pcdt975,Electronics,South,Retail,BrandC,271.11,4.66,97.4,1917.52,5.26,0.07
pcdt77,Electronics,North,Retail,BrandB,902.81,5.98,10.29,286.05,9.79,0.02
pcdt20,Home,East,Retail,BrandD,176.5,24.47,16.07,146.05,7.59,0.07
pcdt923,Sports,West,Retail,BrandD,998.58,14.27,42.1,647.71,3.8,0.01
pcdt55,Sports,West,Online,BrandC,656.01,2.57,22.38,988.36,6.07,0.09
pcdt208,Home,South,Online,BrandC,403.79,10.69,48.93,1452.07,7.66,0.01
pcdt1060,Sports,East,Retail,BrandB,732.67,28.01,56.51,791.45,4.49,0.08
pcdt152,Sports,South,Online,BrandD,14.11,20.29,35.76,874.4,9.02,0.07
pcdt573,Home,North,Retail,BrandD,352.03,47.95,1.83,742.72,4.78,0.06
pcdt999,Home,North,Online,BrandD,80.1,43.43,87.53,743.52,2.25,0.02
pcdt757,Sports,South,Online,BrandC,424.01,37.93,79.42,625.75,8.37,0.01
pcdt961,Clothing,North,Online,BrandB,155.71,22.56,96.55,872.56,3.09,0.01
pcdt1066,Home,West,Online,BrandC,191.81,33.43,28.93,245.98,3.25,0.02
pcdt739,Electronics,South,Online,BrandA,934.16,2.76,85.52,1551.9,8.5,0.07
pcdt892,Home,West,Retail,BrandD,733.51,0.15,28.5,656.08,5.76,0.1
pcdt1178,Sports,East,Retail,BrandD,879.84,9.79,71.09,1081.8,1.38,0.04
pcdt844,Electronics,East,Online,BrandB,529.25,14.96,21.0,1444.54,8.5,0.05
pcdt861,Electronics,South,Retail,BrandD,217.45,29.6,89.97,1480.65,2.07,0.07
pcdt162,Clothing,East,Retail,BrandB,454.41,20.46,79.29,1919.45,6.82,0.05
pcdt1047,Electronics,South,Retail,BrandB,49.74,12.7,11.32,1050.97,9.36,0.05
pcdt183,Clothing,South,Retail,BrandA,375.91,5.59,21.63,1434.99,7.91,0.01
pcdt954,Sports,East,Retail,BrandA,563.79,4.3,18.55,1074.7,9.53,0.0
pcdt709,Electronics,North,Online,BrandC,778.34,29.16,19.1,331.76,7.65,0.02
pcdt464,Electronics,East,Online,BrandA,90.03,29.13,78.16,1262.69,7.37,0.07
pcdt257,Electronics,East,Retail,BrandB,439.88,38.93,50.33,1831.23,3.58,0.08
pcdt489,Sports,East,Retail,BrandC,194.05,5.35,14.6,73.7,6.19,0.07
pcdt386,Electronics,West,Online,BrandA,640.79,14.24,53.93,898.73,2.21,0.07
pcdt361,Clothing,North,Online,BrandD,97.58,46.27,81.98,782.14,4.59,0.06
pcdt716,Sports,East,Online,BrandD,325.27,13.42,25.89,598.22,9.32,0.02
pcdt149,Electronics,West,Retail,BrandA,392.3,39.13,93.9,185.14,1.31,0.02
pcdt45,Home,West,Online,BrandD,810.81,27.95,25.29,1989.14,1.43,0.04
pcdt452,Clothing,West,Online,BrandB,797.3,28.88,11.33,1819.03,2.8,0.09
pcdt873,Home,West,Online,BrandB,167.24,37.31,77.86,123.41,9.77,0.07
pcdt663,Clothing,West,Retail,BrandD,505.69,47.15,28.47,351.77,5.01,0.07
pcdt427,Home,North,Online,BrandD,997.79,16.17,36.8,44.88,9.66,0.09
pcdt1091,Electronics,West,Online,BrandC,179.85,45.52,57.84,1822.43,8.41,0.03
pcdt1028,Electronics,West,Retail,BrandC,715.14,42.3,55.12,1544.6,1.46,0.1
pcdt612,Electronics,East,Online,BrandB,404.5,29.18,9.98,977.18,2.42,0.01
pcdt659,Home,South,Retail,BrandD,356.86,39.19,59.79,1006.73,3.01,0.01
pcdt561,Sports,West,Retail,BrandA,689.62,34.09,36.36,91.61,1.4,0.09
pcdt690,Clothing,South,Retail,BrandB,716.37,5.67,24.35,618.47,3.08,0.06
pcdt25,Sports,West,Retail,BrandA,901.9,41.69,34.66,1860.38,3.21,0.01
pcdt337,Sports,North,Retail,BrandB,317.8,8.5,39.07,1189.4,1.25,0.01
pcdt881,Electronics,North,Online,BrandA,75.77,34.88,69.76,1382.56,4.06,0.07
pcdt592,Sports,East,Retail,BrandC,449.67,43.1,66.16,1413.66,4.08,0.08
pcdt315,Clothing,North,Online,BrandA,901.36,35.39,98.39,790.15,7.59,0.04
